Expected ID,Total Frames,TP,FP,FN,Accuracy,FAR,FRR,Avg Confidence,Avg FPS,Precision,Recall
MULTI-CLASS MODE,72,53,0,19,0.7361,0,0.2639,0.4777,17.84,1.0,0.7361
